,Длительность перехода из Электросварочный стан в Буфер_plan,Длительность перехода из Электросравочный стан в Буфер_fact,Длительность перехода из Буфера на Кромкообрабатывающие станки_plan,Длительность перехода из Буфера на Кромкообрабатывающие станки_fact,Длительность перехода из Кромкообрабатывающие станки в Буфер.1_plan,Длительность перехода из Кромкообрабатывающие станки в Буфер.1_fact,Длительность перехода из Буфер.1 на Термообработку_plan,Длительность перехода из Буфер.1 на Термообработку_fact,Длительность перехода из Термообработка в Буфер.2_plan,Длительность перехода из Термообработка в Буфер.2_fact,Длительность перехода из Буфер.2 на Испытания_plan,Длительность перехода из Буфер.2 на Испытания_fact,Длительность перехода из Испытания на Склад готовой продукции_plan,Длительность перехода из Испытания на Склад готовой продукции_fact
,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
Номер заказа,,,,,,,,,,,,,,
145,23 days 09:36:00,19 days 21:02:00,0 days 03:44:38.400000,3 days 00:15:00,4 days 21:00:00,9 days 16:43:00,1 days 04:04:48,5 days 10:22:00,6 days 15:07:12,8 days 10:07:00,0 days 03:44:38.400000,2 days 09:52:00,3 days 02:52:48,4 days 18:32:00
146,7 days 12:00:00,9 days 04:32:00,0 days 01:12:00,0 days 01:15:00,1 days 13:30:00,1 days 13:50:00,0 days 09:00:00,0 days 07:10:00,2 days 03:00:00,2 days 03:05:00,0 days 01:12:00,0 days 01:25:00,1 days 00:00:00,2 days 05:20:00
147,7 days 04:48:00,8 days 22:49:00,0 days 01:09:07.200000,0 days 01:13:00,1 days 12:00:00,1 days 12:17:00,0 days 08:38:24,0 days 06:28:00,2 days 00:57:36,2 days 00:53:00,0 days 01:09:07.200000,0 days 01:21:00,0 days 23:02:24,1 days 21:31:00
148,14 days 09:36:00,16 days 12:28:00,0 days 02:18:14.400000,0 days 02:38:00,3 days 00:00:00,3 days 00:21:00,0 days 17:16:48,0 days 13:44:00,4 days 01:55:12,4 days 00:03:00,0 days 02:18:14.400000,0 days 04:06:00,1 days 22:04:48,2 days 00:02:00
149,21 days 07:12:00,20 days 15:53:00,0 days 03:24:28.800000,0 days 04:00:00,4 days 10:30:00,4 days 10:50:00,1 days 01:33:36,1 days 08:46:00,6 days 00:50:24,5 days 22:15:00,0 days 03:24:28.800000,0 days 15:21:00,2 days 20:09:36,4 days 18:24:00
150,16 days 19:12:00,16 days 07:52:00,0 days 02:41:16.800000,0 days 03:23:00,3 days 12:00:00,5 days 11:49:00,0 days 20:09:36,0 days 20:43:00,4 days 18:14:24,4 days 16:13:00,0 days 02:41:16.800000,0 days 20:44:00,2 days 05:45:36,4 days 17:02:00
151,14 days 02:24:00,13 days 16:43:00,0 days 02:15:21.600000,0 days 16:03:00,2 days 22:30:00,4 days 11:40:00,0 days 16:55:12,0 days 20:47:00,3 days 23:52:48,3 days 22:11:00,0 days 02:15:21.600000,1 days 14:42:00,1 days 21:07:12,4 days 14:52:00
152,15 days 00:00:00,14 days 13:50:00,0 days 02:24:00,2 days 10:10:00,3 days 03:00:00,3 days 03:10:00,0 days 18:00:00,0 days 22:30:00,4 days 06:00:00,4 days 04:20:00,0 days 02:24:00,2 days 07:20:00,2 days 00:00:00,4 days 04:10:00
153,20 days 02:24:00,19 days 12:47:00,0 days 03:12:57.600000,3 days 05:56:00,4 days 04:30:00,4 days 04:44:00,1 days 00:07:12,1 days 06:09:00,5 days 16:40:48,5 days 14:27:00,0 days 03:12:57.600000,3 days 02:08:00,2 days 16:19:12,5 days 14:14:00
154,18 days 01:01:50,18 days 01:02:00,0 days 04:06:30,0 days 04:07:00,5 days 01:32:40,5 days 01:30:00,0 days 13:07:10,0 days 13:05:00,4 days 01:59:50,4 days 02:03:00,1 days 11:28:00,1 days 11:30:00,6 days 18:07:30,6 days 18:07:00
155,13 days 22:37:10,13 days 22:38:00,0 days 02:21:00,0 days 02:20:00,2 days 03:05:10,2 days 03:05:00,0 days 12:37:30,0 days 12:35:00,2 days 20:06:10,2 days 20:07:00,3 days 22:40:20,3 days 22:42:00,1 days 10:05:00,1 days 10:04:00
156,14 days 04:15:40,14 days 04:16:00,0 days 02:02:30,0 days 02:02:00,2 days 15:35:30,2 days 15:34:00,1 days 07:46:30,1 days 07:47:00,2 days 22:11:00,2 days 22:12:00,2 days 18:37:00,2 days 18:37:00,1 days 11:03:10,1 days 11:03:00
157,14 days 10:36:40,14 days 10:37:00,0 days 20:28:00,0 days 20:28:00,3 days 10:26:10,3 days 10:25:00,3 days 11:35:40,3 days 11:40:00,3 days 02:14:30,3 days 02:11:00,0 days 02:43:00,0 days 02:43:00,2 days 23:50:00,2 days 23:50:00
158,56 days 03:06:40,56 days 03:06:00,3 days 19:04:20,3 days 19:17:00,19 days 07:08:40,19 days 06:50:00,12 days 11:32:40,12 days 11:51:00,24 days 21:56:40,24 days 21:41:00,1 days 12:54:30,1 days 12:58:00,10 days 21:02:00,10 days 21:05:00
159,25 days 03:23:10,25 days 03:24:00,1 days 12:14:20,1 days 12:18:00,7 days 21:52:20,7 days 21:50:00,3 days 06:25:40,3 days 06:28:00,5 days 14:30:30,5 days 14:27:00,2 days 04:40:00,2 days 04:39:00,2 days 06:16:50,2 days 06:16:00
160,15 days 12:15:40,15 days 12:17:00,1 days 21:14:20,1 days 21:13:00,3 days 17:16:00,3 days 17:15:00,3 days 16:05:00,3 days 16:09:00,2 days 23:53:40,2 days 23:48:00,0 days 21:39:20,0 days 21:42:00,1 days 12:04:40,1 days 12:05:00
161,17 days 22:57:00,17 days 22:55:00,1 days 16:01:00,1 days 15:59:00,2 days 21:45:50,2 days 21:47:00,4 days 09:00:50,4 days 09:06:00,3 days 08:01:40,3 days 08:00:00,0 days 11:15:00,0 days 11:14:00,1 days 16:07:20,1 days 16:08:00
162,26 days 20:45:40,27 days 05:21:00,1 days 11:28:28.400000,1 days 12:06:00,7 days 05:27:00,7 days 10:21:00,5 days 18:10:08,5 days 23:46:00,5 days 10:19:02,5 days 10:08:00,1 days 08:07:38.400000,1 days 15:31:00,7 days 00:04:48,7 days 00:09:00
163,26 days 09:36:00,36 days 19:48:00,0 days 04:13:26.400000,10 days 07:00:00,5 days 12:00:00,7 days 11:24:00,1 days 07:40:48,3 days 20:35:00,7 days 11:31:12,9 days 01:34:00,0 days 04:13:26.400000,5 days 12:04:00,3 days 12:28:48,3 days 15:59:00
164,30 days 00:00:00,37 days 15:52:00,0 days 04:48:00,7 days 21:23:00,6 days 06:00:00,6 days 06:01:00,1 days 12:00:00,8 days 02:17:00,8 days 12:00:00,13 days 02:40:00,0 days 04:48:00,0 days 19:49:00,4 days 00:00:00,4 days 05:56:00
165,3 days 07:12:00,4 days 01:56:00,0 days 00:31:40.800000,0 days 05:54:00,0 days 16:30:00,0 days 16:32:00,0 days 03:57:36,1 days 09:47:00,0 days 22:26:24,3 days 10:44:00,0 days 00:31:40.800000,0 days 00:42:00,0 days 10:33:36,0 days 13:00:00
166,11 days 09:36:00,23 days 02:47:00,0 days 01:49:26.400000,0 days 21:06:00,2 days 09:00:00,3 days 07:39:00,0 days 13:40:48,1 days 13:06:00,3 days 05:31:12,5 days 01:16:00,0 days 01:49:26.400000,0 days 08:36:00,1 days 12:28:48,1 days 17:28:00
167,14 days 02:24:00,22 days 11:42:00,0 days 02:15:21.600000,1 days 05:06:00,2 days 22:30:00,4 days 08:34:00,0 days 16:55:12,1 days 22:45:00,3 days 23:52:48,6 days 09:39:00,0 days 02:15:21.600000,1 days 09:45:00,1 days 21:07:12,2 days 10:34:00
168,11 days 16:48:00,18 days 14:28:00,0 days 01:52:19.200000,0 days 20:54:00,2 days 10:30:00,3 days 08:35:00,0 days 14:02:24,2 days 09:38:00,3 days 07:33:36,5 days 06:01:00,0 days 01:52:19.200000,1 days 03:13:00,1 days 13:26:24,1 days 23:02:00
169,6 days 14:24:00,10 days 12:51:00,0 days 01:03:21.600000,0 days 12:43:00,1 days 09:00:00,2 days 01:57:00,0 days 07:55:12,1 days 00:02:00,1 days 20:52:48,2 days 12:34:00,0 days 01:03:21.600000,0 days 17:52:00,0 days 21:07:12,1 days 01:05:00
170,7 days 19:12:00,13 days 05:31:00,0 days 01:14:52.800000,0 days 14:46:00,1 days 15:00:00,2 days 07:59:00,0 days 09:21:36,1 days 03:54:00,2 days 05:02:24,2 days 22:04:00,0 days 01:14:52.800000,0 days 18:47:00,1 days 00:57:36,1 days 07:32:00
171,4 days 19:12:00,7 days 23:18:00,0 days 00:46:04.800000,0 days 09:37:00,1 days 00:00:00,1 days 13:08:00,0 days 05:45:36,0 days 13:00:00,1 days 08:38:24,1 days 21:49:00,0 days 00:46:04.800000,0 days 12:40:00,0 days 15:21:36,0 days 19:03:00
172,4 days 19:12:00,8 days 09:38:00,0 days 00:46:04.800000,0 days 09:10:00,1 days 00:00:00,1 days 10:30:00,0 days 05:45:36,0 days 13:58:00,1 days 08:38:24,1 days 21:45:00,0 days 00:46:04.800000,0 days 09:45:00,0 days 15:21:36,0 days 20:03:00
173,5 days 16:48:00,7 days 18:56:00,0 days 00:54:43.200000,0 days 09:44:00,1 days 04:30:00,1 days 22:39:00,0 days 06:50:24,0 days 23:48:00,1 days 14:45:36,2 days 03:05:00,0 days 00:54:43.200000,0 days 22:17:00,0 days 18:14:24,0 days 22:01:00
174,2 days 09:36:00,3 days 10:24:00,0 days 00:23:02.400000,0 days 04:27:00,0 days 12:00:00,0 days 19:51:00,0 days 02:52:48,0 days 07:46:00,0 days 16:19:12,0 days 22:33:00,0 days 00:23:02.400000,0 days 08:45:00,0 days 07:40:48,0 days 10:02:00
175,1 days 04:48:00,1 days 13:07:00,0 days 00:11:31.200000,0 days 03:07:00,0 days 06:00:00,0 days 09:53:00,0 days 01:26:24,0 days 02:53:00,0 days 08:09:36,0 days 11:28:00,0 days 00:11:31.200000,0 days 04:05:00,0 days 03:50:24,0 days 07:01:00
176,0 days 21:36:00,0 days 20:59:00,0 days 00:08:38.400000,0 days 01:41:00,0 days 04:30:00,0 days 08:23:00,0 days 01:04:48,0 days 02:15:00,0 days 06:07:12,0 days 09:24:00,0 days 00:08:38.400000,0 days 05:59:00,0 days 02:52:48,0 days 03:00:00
195,16 days 04:48:00,20 days 15:23:00,0 days 02:35:31.200000,1 days 08:30:00,3 days 09:00:00,6 days 05:47:00,0 days 19:26:24,2 days 02:29:00,4 days 14:09:36,8 days 22:48:00,0 days 02:35:31.200000,0 days 18:59:00,2 days 03:50:24,2 days 20:41:00
196,42 days 14:24:00,62 days 10:42:00,0 days 06:48:57.600000,4 days 20:24:00,8 days 21:00:00,14 days 20:46:00,2 days 03:07:12,9 days 22:16:00,12 days 01:40:48,18 days 22:17:00,0 days 06:48:57.600000,6 days 02:17:00,5 days 16:19:12,9 days 16:59:00
197,66 days 21:36:00.001000,94 days 10:09:00,0 days 10:42:14.400000,14 days 18:21:00,13 days 22:30:00,23 days 15:25:00,3 days 08:16:48,15 days 03:34:00,18 days 22:55:12,28 days 12:12:00,0 days 10:42:14.400000,7 days 21:22:00,8 days 22:04:48,15 days 17:12:00
198,46 days 04:48:00,67 days 09:14:00,0 days 07:23:31.200000,9 days 05:23:00,9 days 15:00:00,17 days 15:54:00,2 days 07:26:24,12 days 02:58:00,13 days 02:09:36,18 days 15:12:00,0 days 07:23:31.200000,6 days 18:44:00,6 days 03:50:24,10 days 14:34:00
199,25 days 19:12:00,35 days 01:53:00,0 days 04:07:40.800000,8 days 00:25:00,5 days 09:00:00,9 days 08:48:00,1 days 06:57:36,6 days 03:33:00,7 days 07:26:24,10 days 02:04:00,0 days 04:07:40.800000,3 days 01:12:00,3 days 10:33:36,5 days 08:58:00
200,12 days 07:12:00,18 days 14:18:00,0 days 01:58:04.800000,3 days 03:00:00,2 days 13:30:00,4 days 21:24:00,0 days 14:45:36,2 days 00:15:00,3 days 11:38:24,5 days 14:47:00,0 days 01:58:04.800000,1 days 03:03:00,1 days 15:21:36,2 days 13:34:00
201,3 days 07:12:00,4 days 06:59:00,0 days 00:31:40.800000,0 days 10:06:00,0 days 16:30:00,1 days 06:42:00,0 days 03:57:36,0 days 21:01:00,0 days 22:26:24,1 days 13:25:00,0 days 00:31:40.800000,0 days 07:20:00,0 days 10:33:36,0 days 21:05:00
202,10 days 19:12:00,12 days 08:21:00,0 days 01:43:40.800000,0 days 23:35:00,2 days 06:00:00,3 days 05:20:00,0 days 12:57:36,3 days 07:10:00,3 days 01:26:24,5 days 03:17:00,0 days 01:43:40.800000,0 days 19:40:00,1 days 10:33:36,1 days 21:41:00
203,18 days 07:12:00,21 days 03:39:00,0 days 02:55:40.800000,2 days 22:14:00,3 days 19:30:00,5 days 17:24:00,0 days 21:57:36,7 days 05:58:00,5 days 04:26:24,9 days 18:17:00,0 days 02:55:40.800000,0 days 15:06:00,2 days 10:33:36,3 days 19:18:00
204,24 days 00:00:00,29 days 16:05:00,0 days 03:50:24,5 days 05:52:00,5 days 00:00:00,7 days 10:02:00,1 days 04:48:00,9 days 08:54:00,6 days 19:12:00,12 days 14:22:00,0 days 03:50:24,0 days 23:16:00,3 days 04:48:00,4 days 18:17:00
205,24 days 07:12:00,32 days 04:56:00,0 days 03:53:16.800000,5 days 22:03:00,5 days 01:30:00,8 days 06:28:00,1 days 05:09:36,8 days 17:12:00,6 days 21:14:24,11 days 12:29:00,0 days 03:53:16.800000,1 days 04:14:00,3 days 05:45:36,4 days 21:48:00
206,26 days 09:36:00,34 days 02:29:00,0 days 04:13:26.400000,5 days 10:54:00,5 days 12:00:00,7 days 23:27:00,1 days 07:40:48,9 days 12:46:00,7 days 11:31:12,11 days 19:38:00,0 days 04:13:26.400000,1 days 10:56:00,3 days 12:28:48,5 days 05:58:00
207,30 days 21:36:00,40 days 01:38:00,0 days 04:56:38.400000,7 days 12:39:00,6 days 10:30:00,9 days 07:14:00,1 days 13:04:48,9 days 19:40:00,8 days 18:07:12,13 days 03:22:00,0 days 04:56:38.400000,2 days 00:22:00,4 days 02:52:48,6 days 15:17:00
208,34 days 04:48:00,43 days 21:27:00,0 days 05:28:19.200000,8 days 08:02:00,7 days 03:00:00,9 days 21:57:00,1 days 17:02:24,12 days 00:30:00,9 days 16:33:36,14 days 08:46:00,0 days 05:28:19.200000,2 days 07:55:00,4 days 13:26:24,6 days 08:39:00
209,32 days 02:24:00,43 days 03:57:00,0 days 05:08:09.600000,6 days 13:00:00,6 days 16:30:00,10 days 16:19:00,1 days 14:31:12,9 days 22:36:00,9 days 02:16:48,12 days 23:39:00,0 days 05:08:09.600000,2 days 17:02:00,4 days 06:43:12,7 days 05:59:00
210,30 days 07:12:00,41 days 05:39:00,0 days 04:50:52.800000,5 days 01:03:00,6 days 07:30:00,11 days 14:40:00,1 days 12:21:36,10 days 02:53:00,8 days 14:02:24,12 days 05:19:00,0 days 04:50:52.800000,3 days 01:36:00,4 days 00:57:36,6 days 08:31:00
211,33 days 07:12:00,46 days 00:13:00,0 days 05:19:40.800000,7 days 23:52:00,6 days 22:30:00,11 days 02:28:00,1 days 15:57:36,11 days 01:06:00,9 days 10:26:24,12 days 23:32:00,0 days 05:19:40.800000,3 days 02:47:00,4 days 10:33:36,7 days 01:52:00
212,32 days 02:24:00,43 days 22:57:00,0 days 05:08:09.600000,6 days 04:30:00,6 days 16:30:00,11 days 04:53:00,1 days 14:31:12,9 days 23:19:00,9 days 02:16:48,13 days 19:18:00,0 days 05:08:09.600000,2 days 23:01:00,4 days 06:43:12,6 days 20:06:00
213,38 days 02:24:00,52 days 23:19:00,0 days 06:05:45.600000,7 days 11:13:00,7 days 22:30:00,12 days 19:07:00,1 days 21:43:12,12 days 09:00:00,10 days 19:04:48,17 days 02:10:00,0 days 06:05:45.600000,3 days 05:51:00,5 days 01:55:12,7 days 19:38:00
214,37 days 04:48:00,49 days 00:05:00,0 days 05:57:07.200000,7 days 06:57:00,7 days 18:00:00,14 days 03:38:00,1 days 20:38:24,12 days 06:08:00,10 days 12:57:36,15 days 07:40:00,0 days 05:57:07.200000,3 days 13:20:00,4 days 23:02:24,7 days 16:02:00
215,30 days 14:24:00,41 days 16:54:00,0 days 04:53:45.600000,7 days 00:01:00,6 days 09:00:00,10 days 11:09:00,1 days 12:43:12,8 days 10:49:00,8 days 16:04:48,12 days 23:59:00,0 days 04:53:45.600000,3 days 19:51:00,4 days 01:55:12,6 days 10:51:00
216,32 days 16:48:00,44 days 04:12:00,0 days 05:13:55.200000,7 days 01:25:00,6 days 19:30:00,12 days 09:20:00,1 days 15:14:24,8 days 14:48:00,9 days 06:21:36,12 days 17:18:00,0 days 05:13:55.200000,4 days 01:50:00,4 days 08:38:24,7 days 02:59:00
217,33 days 21:36:00,46 days 19:23:00,0 days 05:25:26.400000,6 days 16:51:00,7 days 01:30:00,12 days 10:29:00,1 days 16:40:48,9 days 13:07:00,9 days 14:31:12,13 days 03:31:00,0 days 05:25:26.400000,4 days 07:04:00,4 days 12:28:48,7 days 03:33:00
218,30 days 14:24:00,42 days 03:03:00,0 days 04:53:45.600000,5 days 03:53:00,6 days 09:00:00,10 days 15:45:00,1 days 12:43:12,8 days 13:53:00,8 days 16:04:48,11 days 23:02:00,0 days 04:53:45.600000,4 days 02:35:00,4 days 01:55:12,6 days 09:22:00
219,38 days 09:36:00,51 days 22:10:00,0 days 06:08:38.400000,7 days 06:06:00,8 days 00:00:00,13 days 05:33:00,1 days 22:04:48,11 days 03:30:00,10 days 21:07:12,14 days 17:16:00,0 days 06:08:38.400000,4 days 17:15:00,5 days 02:52:48,8 days 02:13:00
220,37 days 04:48:00,47 days 08:33:00,0 days 05:57:07.200000,7 days 05:48:00,7 days 18:00:00,13 days 18:16:00,1 days 20:38:24,10 days 23:20:00,10 days 12:57:36,14 days 16:15:00,0 days 05:57:07.200000,4 days 19:14:00,4 days 23:02:24,8 days 04:03:00
221,30 days 00:00:00,38 days 03:26:00,0 days 04:48:00,5 days 14:36:00,6 days 06:00:00,12 days 00:12:00,1 days 12:00:00,8 days 04:24:00,8 days 12:00:00,11 days 22:08:00,0 days 04:48:00,3 days 20:36:00,4 days 00:00:00,7 days 01:41:00
222,32 days 02:24:00,41 days 23:55:00,0 days 05:08:09.600000,6 days 19:11:00,6 days 16:30:00,12 days 05:33:00,1 days 14:31:12,9 days 04:08:00,9 days 02:16:48,12 days 23:47:00,0 days 05:08:09.600000,3 days 18:40:00,4 days 06:43:12,7 days 01:14:00
223,31 days 19:12:00,44 days 17:20:00,0 days 05:05:16.800000,4 days 20:25:00,6 days 15:00:00,11 days 23:37:00,1 days 14:09:36,10 days 16:06:00,9 days 00:14:24,13 days 03:44:00,0 days 05:05:16.800000,3 days 11:39:00,4 days 05:45:36,6 days 05:25:00
224,32 days 09:36:00,44 days 21:13:00,0 days 05:11:02.400000,6 days 16:15:00,6 days 18:00:00,11 days 22:18:00,1 days 14:52:48,10 days 05:02:00,9 days 04:19:12,13 days 08:46:00,0 days 05:11:02.400000,4 days 04:10:00,4 days 07:40:48,7 days 08:11:00
225,30 days 07:12:00,42 days 01:51:00,0 days 04:50:52.800000,6 days 01:54:00,6 days 07:30:00,10 days 16:25:00,1 days 12:21:36,9 days 13:50:00,8 days 14:02:24,13 days 04:09:00,0 days 04:50:52.800000,2 days 21:55:00,4 days 00:57:36,6 days 02:27:00
226,31 days 04:48:00,44 days 04:54:00,0 days 04:59:31.200000,5 days 09:41:00,6 days 12:00:00,12 days 06:36:00,1 days 13:26:24,10 days 03:11:00,8 days 20:09:36,12 days 19:58:00,0 days 04:59:31.200000,3 days 14:37:00,4 days 03:50:24,5 days 11:31:00
227,34 days 12:00:00,50 days 03:38:00,0 days 05:31:12,6 days 07:07:00,7 days 04:30:00,12 days 23:23:00,1 days 17:24:00,10 days 14:14:00,9 days 18:36:00,13 days 16:01:00,0 days 05:31:12,4 days 13:39:00,4 days 14:24:00,7 days 09:25:00
228,30 days 07:12:00,42 days 20:37:00,0 days 04:50:52.800000,5 days 21:10:00,6 days 07:30:00,12 days 01:43:00,1 days 12:21:36,8 days 06:11:00,8 days 14:02:24,12 days 14:50:00,0 days 04:50:52.800000,2 days 21:40:00,4 days 00:57:36,6 days 00:31:00
229,27 days 21:36:00,38 days 22:52:00,0 days 04:27:50.400000,4 days 12:48:00,5 days 19:30:00,11 days 05:25:00,1 days 09:28:48,8 days 02:37:00,7 days 21:43:12,11 days 20:47:00,0 days 04:27:50.400000,3 days 02:29:00,3 days 17:16:48,5 days 14:36:00
230,26 days 09:36:00,37 days 17:34:00,0 days 04:13:26.400000,5 days 08:53:00,5 days 12:00:00,10 days 02:25:00,1 days 07:40:48,7 days 17:36:00,7 days 11:31:12,10 days 10:23:00,0 days 04:13:26.400000,3 days 05:24:00,3 days 12:28:48,5 days 18:16:00
231,28 days 19:12:00,40 days 16:29:00,0 days 04:36:28.800000,5 days 16:42:00,6 days 00:00:00,11 days 01:22:00,1 days 10:33:36,8 days 21:52:00,8 days 03:50:24,11 days 20:30:00,0 days 04:36:28.800000,3 days 13:44:00,3 days 20:09:36,6 days 10:40:00
232,28 days 19:12:00,41 days 16:24:00,0 days 04:36:28.800000,5 days 10:36:00,6 days 00:00:00,10 days 13:47:00,1 days 10:33:36,8 days 02:57:00,8 days 03:50:24,12 days 17:29:00,0 days 04:36:28.800000,3 days 03:52:00,3 days 20:09:36,5 days 10:03:00
233,23 days 16:48:00,33 days 09:03:00,0 days 03:47:31.200000,4 days 07:58:00,4 days 22:30:00,8 days 22:34:00,1 days 04:26:24,6 days 00:48:00,6 days 17:09:36,10 days 10:40:00,0 days 03:47:31.200000,2 days 12:32:00,3 days 03:50:24,5 days 03:28:00
234,26 days 02:24:00,36 days 10:03:00,0 days 04:10:33.600000,5 days 01:37:00,5 days 10:30:00,9 days 09:15:00,1 days 07:19:12,7 days 18:32:00,7 days 09:28:48,12 days 06:11:00,0 days 04:10:33.600000,3 days 06:53:00,3 days 11:31:12,4 days 23:24:00
235,24 days 00:00:00,33 days 07:51:00,0 days 03:50:24,6 days 05:34:00,5 days 00:00:00,9 days 11:33:00,1 days 04:48:00,6 days 13:44:00,6 days 19:12:00,10 days 09:36:00,0 days 03:50:24,1 days 19:39:00,3 days 04:48:00,4 days 19:32:00
236,23 days 16:48:00,33 days 07:32:00,0 days 03:47:31.200000,4 days 21:01:00,4 days 22:30:00,8 days 18:04:00,1 days 04:26:24,7 days 14:17:00,6 days 17:09:36,11 days 04:49:00,0 days 03:47:31.200000,2 days 01:24:00,3 days 03:50:24,4 days 22:59:00
237,28 days 12:00:00,40 days 19:52:00,0 days 04:33:36,5 days 09:22:00,5 days 22:30:00,10 days 14:34:00,1 days 10:12:00,9 days 00:49:00,8 days 01:48:00,12 days 01:55:00,0 days 04:33:36,2 days 10:11:00,3 days 19:12:00,5 days 15:49:00
238,19 days 19:12:00,27 days 07:51:00,0 days 03:10:04.800000,4 days 08:22:00,4 days 03:00:00,7 days 18:45:00,0 days 23:45:36,5 days 17:39:00,5 days 14:38:24,8 days 12:45:00,0 days 03:10:04.800000,2 days 12:42:00,2 days 15:21:36,5 days 03:20:00
239,24 days 14:24:00,35 days 13:33:00,0 days 03:56:09.600000,5 days 08:17:00,5 days 03:00:00,9 days 07:48:00,1 days 05:31:12,6 days 04:21:00,6 days 23:16:48,10 days 06:12:00,0 days 03:56:09.600000,2 days 12:19:00,3 days 06:43:12,5 days 09:02:00
240,23 days 02:24:00,33 days 04:18:00,0 days 03:41:45.600000,4 days 02:07:00,4 days 19:30:00,8 days 18:16:00,1 days 03:43:12,6 days 13:13:00,6 days 13:04:48,10 days 12:00:00,0 days 03:41:45.600000,3 days 01:15:00,3 days 01:55:12,4 days 22:31:00
241,24 days 07:12:00,36 days 16:56:00,0 days 03:53:16.800000,4 days 10:06:00,5 days 01:30:00,8 days 21:50:00,1 days 05:09:36,6 days 00:14:00,6 days 21:14:24,9 days 09:23:00,0 days 03:53:16.800000,3 days 16:45:00,3 days 05:45:36,5 days 13:07:00
242,21 days 14:24:00,32 days 20:14:00,0 days 03:27:21.600000,3 days 21:02:00,4 days 12:00:00,7 days 13:15:00,1 days 01:55:12,6 days 04:48:00,6 days 02:52:48,9 days 05:03:00,0 days 03:27:21.600000,2 days 15:00:00,2 days 21:07:12,4 days 10:15:00
243,27 days 00:00:00,37 days 07:13:00,0 days 04:19:12,5 days 06:05:00,5 days 15:00:00,9 days 18:35:00,1 days 08:24:00,7 days 20:05:00,7 days 15:36:00,10 days 21:18:00,0 days 04:19:12,4 days 07:19:00,3 days 14:24:00,5 days 23:11:00
244,30 days 14:24:00,44 days 21:01:00,0 days 04:53:45.600000,6 days 02:08:00,6 days 09:00:00,10 days 11:26:00,1 days 12:43:12,9 days 22:53:00,8 days 16:04:48,13 days 09:33:00,0 days 04:53:45.600000,3 days 07:42:00,4 days 01:55:12,6 days 07:09:00
245,29 days 02:24:00,42 days 03:48:00,0 days 04:39:21.600000,6 days 14:06:00,6 days 01:30:00,10 days 09:32:00,1 days 10:55:12,9 days 07:11:00,8 days 05:52:48,12 days 15:16:00,0 days 04:39:21.600000,2 days 23:07:00,3 days 21:07:12,5 days 19:26:00
246,27 days 14:24:00,40 days 10:23:00,0 days 04:24:57.600000,6 days 09:02:00,5 days 18:00:00,10 days 08:51:00,1 days 09:07:12,8 days 11:33:00,7 days 19:40:48,11 days 05:30:00,0 days 04:24:57.600000,2 days 19:19:00,3 days 16:19:12,5 days 15:47:00
247,24 days 07:12:00,35 days 17:17:00,0 days 03:53:16.800000,5 days 02:07:00,5 days 01:30:00,8 days 11:30:00,1 days 05:09:36,8 days 10:03:00,6 days 21:14:24,10 days 00:40:00,0 days 03:53:16.800000,2 days 17:46:00,3 days 05:45:36,4 days 14:34:00
248,27 days 07:12:00,39 days 14:51:00,0 days 04:22:04.800000,7 days 14:29:00,5 days 16:30:00,10 days 01:06:00,1 days 08:45:36,6 days 22:10:00,7 days 17:38:24,10 days 15:24:00,0 days 04:22:04.800000,2 days 09:17:00,3 days 15:21:36,6 days 11:40:00
249,28 days 04:48:00,41 days 11:21:00,0 days 04:30:43.200000,7 days 07:43:00,5 days 21:00:00,10 days 14:13:00,1 days 09:50:24,8 days 19:34:00,7 days 23:45:36,11 days 23:25:00,0 days 04:30:43.200000,2 days 01:17:00,3 days 18:14:24,5 days 21:27:00
250,25 days 12:00:00,38 days 01:02:00,0 days 04:04:48,5 days 18:56:00,5 days 07:30:00,9 days 09:07:00,1 days 06:36:00,8 days 04:47:00,7 days 05:24:00,10 days 14:09:00,0 days 04:04:48,2 days 11:04:00,3 days 09:36:00,5 days 01:04:00
251,22 days 19:12:00,33 days 08:08:00,0 days 03:38:52.800000,5 days 10:49:00,4 days 18:00:00,8 days 13:55:00,1 days 03:21:36,6 days 16:53:00,6 days 11:02:24,10 days 00:10:00,0 days 03:38:52.800000,2 days 03:35:00,3 days 00:57:36,4 days 19:30:00
252,23 days 16:48:00,34 days 03:50:00,0 days 03:47:31.200000,6 days 08:13:00,4 days 22:30:00,8 days 10:03:00,1 days 04:26:24,7 days 05:43:00,6 days 17:09:36,9 days 19:59:00,0 days 03:47:31.200000,2 days 03:51:00,3 days 03:50:24,5 days 14:49:00
253,25 days 19:12:00,37 days 13:34:00,0 days 04:07:40.800000,6 days 16:37:00,5 days 09:00:00,9 days 18:05:00,1 days 06:57:36,7 days 19:28:00,7 days 07:26:24,10 days 22:32:00,0 days 04:07:40.800000,2 days 04:58:00,3 days 10:33:36,5 days 09:26:00
254,27 days 00:00:00,38 days 00:15:00,0 days 04:19:12,6 days 21:15:00,5 days 15:00:00,9 days 07:12:00,1 days 08:24:00,8 days 14:17:00,7 days 15:36:00,11 days 13:42:00,0 days 04:19:12,2 days 12:14:00,3 days 14:24:00,5 days 18:36:00
